2020-09-04 19:50:52 INFO  [springAppName_IS_UNDEFINED,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$ac6ce252] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-04 19:50:53 INFO  [THXU-Gateway,,,] main com.kk.thxu.gateway.ThxuGatewayApplication No active profile set, falling back to default profiles: default
2020-09-04 19:50:54 INFO  [THXU-Gateway,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Multiple Spring Data modules found, entering strict repository configuration mode!
2020-09-04 19:50:54 INFO  [THXU-Gateway,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Bootstrapping Spring Data repositories in DEFAULT mode.
2020-09-04 19:50:54 INFO  [THXU-Gateway,,,] main org.springframework.data.repository.config.RepositoryConfigurationDelegate Finished Spring Data repository scanning in 9ms. Found 0 repository interfaces.
2020-09-04 19:50:54 INFO  [THXU-Gateway,,,] main org.springframework.cloud.context.scope.GenericScope BeanFactory id=f224cf15-ce94-3713-b0cb-3e9a4d382af9
2020-09-04 19:50:54 INFO  [THXU-Gateway,,,] main org.springframework.context.support.PostProcessorRegistrationDelegate$BeanPostProcessorChecker Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$ac6ce252] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2020-09-04 19:50:55 INFO  [THXU-Gateway,,,] main org.springframework.boot.web.embedded.tomcat.TomcatWebServer Tomcat initialized with port(s): 8301 (http)
2020-09-04 19:50:55 INFO  [THXU-Gateway,,,] main org.apache.coyote.http11.Http11NioProtocol Initializing ProtocolHandler ["http-nio-8301"]
2020-09-04 19:50:55 INFO  [THXU-Gateway,,,] main org.apache.catalina.core.StandardService Starting service [Tomcat]
2020-09-04 19:50:55 INFO  [THXU-Gateway,,,] main org.apache.catalina.core.StandardEngine Starting Servlet engine: [Apache Tomcat/9.0.21]
2020-09-04 19:50:55 INFO  [THXU-Gateway,,,] main org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] Initializing Spring embedded WebApplicationContext
2020-09-04 19:50:55 INFO  [THXU-Gateway,,,] main org.springframework.web.context.ContextLoader Root WebApplicationContext: initialization completed in 1792 ms
2020-09-04 19:50:55 INFO  [THXU-Gateway,,,] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2020-09-04 19:50:55 INFO  [THXU-Gateway,,,] main com.netflix.config.DynamicPropertyFactory DynamicPropertyFactory is initialized with configuration sources: com.netflix.config.ConcurrentCompositeConfiguration@4099209b
2020-09-04 19:50:57 INFO  [THXU-Gateway,,,] main org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar Registered '/actuator/jolokia' to jolokia-actuator-endpoint
2020-09-04 19:50:57 INFO  [THXU-Gateway,,,] main org.springframework.boot.actuate.endpoint.web.ServletEndpointRegistrar Registered '/actuator/hystrix.stream' to hystrix.stream-actuator-endpoint
2020-09-04 19:50:57 INFO  [THXU-Gateway,,,] main org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration 

Using generated security password: df688bb0-e6d3-42b0-9535-a79a1b1d2de3

2020-09-04 19:50:57 INFO  [THXU-Gateway,,,] main org.springframework.security.web.DefaultSecurityFilterChain Creating filter chain: any request, [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@2c7c0e36, org.springframework.security.web.context.SecurityContextPersistenceFilter@289f15e9, org.springframework.security.web.header.HeaderWriterFilter@1e56bc9b, org.springframework.security.web.authentication.logout.LogoutFilter@4409cae6, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@6af87130, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@27e44e9c, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@307cf964, org.springframework.security.web.session.SessionManagementFilter@27ab206, org.springframework.security.web.access.ExceptionTranslationFilter@482f7af0]
2020-09-04 19:50:57 INFO  [THXU-Gateway,,,] main com.netflix.config.sources.URLConfigurationSource To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2020-09-04 19:50:57 INFO  [THXU-Gateway,,,] main org.springframework.scheduling.concurrent.ThreadPoolTaskExecutor Initializing ExecutorService 'applicationTaskExecutor'
2020-09-04 19:50:58 INFO  [THXU-Gateway,,,] main org.springframework.scheduling.concurrent.ThreadPoolTaskScheduler Initializing ExecutorService
2020-09-04 19:50:59 INFO  [THXU-Gateway,,,] main org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver Exposing 23 endpoint(s) beneath base path '/actuator'
2020-09-04 19:50:59 INFO  [THXU-Gateway,,,] main org.springframework.cloud.netflix.zuul.ZuulFilterInitializer Starting filter initializer
2020-09-04 19:50:59 INFO  [THXU-Gateway,,,] main org.springframework.cloud.netflix.eureka.InstanceInfoFactory Setting initial instance status as: STARTING
2020-09-04 19:50:59 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient Initializing Eureka in region us-east-1
2020-09-04 19:50:59 INFO  [THXU-Gateway,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON encoding codec LegacyJacksonJson
2020-09-04 19:50:59 INFO  [THXU-Gateway,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using JSON decoding codec LegacyJacksonJson
2020-09-04 19:50:59 INFO  [THXU-Gateway,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML encoding codec XStreamXml
2020-09-04 19:50:59 INFO  [THXU-Gateway,,,] main com.netflix.discovery.provider.DiscoveryJerseyProvider Using XML decoding codec XStreamXml
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.shared.resolver.aws.ConfigClusterResolver Resolving eureka endpoints via configuration
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient Disable delta property : false
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient Single vip registry refresh property : null
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient Force full registry fetch : false
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient Application is null : false
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient Registered Applications size is zero : true
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient Application version is -1: true
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient Getting all instance registry info from the eureka server
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient The response status is 200
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient Starting heartbeat executor: renew interval is: 20
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.InstanceInfoReplicator InstanceInfoReplicator onDemand update allowed rate per min is 4
2020-09-04 19:51:00 INFO  [THXU-Gateway,,,] main com.netflix.discovery.DiscoveryClient Discovery Client initialized at timestamp 1599220260935 with initial instances count: 1
